Exporter Name,Address,State,pin,2015,2016,2017,2018,2019,2020,2021,2022,2023,Taluk,District
JOTHI TRADERS,"j block, 134, Vinayagapuram Main Rd, MMDA, MMDA Colony, Arumbakkam, Chennai, Tamil Nadu 600106, India",Tamil Nadu,600106,0,0,0,0,0,0,0,28160,0,Maduravoyal,Chennai
JSK FASTENERS,"2C62+VV4, Chithrappuzha-Ponjassery Rd, Pallikkara, Kerala 682303, India",Kerala,682303,0,0,0,0,0,0,0,21190,22305,Kunnathunad,Ernakulam
K.KNITTERS,"3 Bar 102H, Kovai Main Rd, near by Pass Circle, LNS Post, Karur, Tamil Nadu 639002, India",Tamil Nadu,639002,0,0,0,0,0,0,0,7354,0,Aravakurichi,Karur
KALAIMAGAL GARMENTS,"Sf 129, 131, Mangalam Road, Sengunthapuram, 9th Street, Mangalam Rd, Sengunthapuram, Karuvampalayam, Andipalayam, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,0,0,0,0,0,1021,5071,Tiruppur,Coimbatore
KALLUNGAL TRADERS,"Kallungal Ln, Periyar Nagar, Aluva, Kerala 683101, India",Kerala,683101,0,0,0,0,0,0,0,14967,36900,Aluva,Ernakulam
KALPA MACHIN PARTS,"M G Road, Ashtamichira Chalakudi Rd, via, Thrissur, Anappara, Kerala 680731, India",Kerala,680731,0,0,0,0,0,0,0,332,0,Mukundapuram,Thrissur
KASHMIR FRUIT BAZAR,"Vettuveni Rd, NAGAR, Haripad, Kerala 690514, India",Kerala,690514,0,0,0,0,0,0,0,47700,0,Karthikappally,Alappuzha
KAUSIKH THERAPEUTICS P.LTD.,"4652+78F, 54th St, Sidco Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",Tamil Nadu,600049,0,0,0,0,0,0,0,3124,0,Ambattur,Tiruvallur
KCK DENTAL,"11/538, PK Commercial Complex, Cherooty Rd, Mananchira, Kozhikode, Kerala 673032, India",Kerala,673032,0,0,0,0,0,0,0,5,0,Kozhikode,Kozhikode
KERALA IMPEX,"Kerala, India",Kerala,682024,0,0,0,0,0,0,0,54520,0,Ernakulam,Ernakulam
KIWIS STYLES,"Annai Garden, Gandhi Nagar, 19, TTP Mill-SAP Rd, Periyar Colony, Anupparpalayam Pudur, Tiruppur, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,0,0,0,0,0,14987,4045,Tiruppur,Coimbatore
KLEAN TRADE HYGENE,"Eco links Building, Ground Floor N.H.Bypass, Edappally, Kochi, Kerala 682024, India",Kerala,682024,0,0,0,0,0,0,0,48840,35432,Ernakulam,Ernakulam
KOSMIC CLOTHING CO.,"D/no B21/15, Bethi cheti puram, 1 st strret extension, Kannipiran Colony, Valipalayam, Tiruppur, Tamil Nadu 641601, India",Tamil Nadu,641601,0,0,0,0,0,0,0,19139,20111,Avinashi,Coimbatore
KRS INTERNATIONAL TRADING,"FIRST FLOOR SHRI RANGA, ANNAMALAIPURAM, 3D, 1A, Tennur, Tiruchirappalli, Tamil Nadu 620017, India",Tamil Nadu,620017,0,0,0,0,0,0,0,141500,57000,Tiruchirappalli,Tiruchirappalli
KTK POLYMERS,"5/B100.B Marchinaickenpalayam, Ganapathypalayama, taluk, Coimbatore, Pollachi, Tamil Nadu 642103, India",Tamil Nadu,642103,0,0,0,0,0,0,0,1292,0,Pollachi,Coimbatore
KUMARAN KNITS,"BLUEDART OPP, 15, Periyar Colony, Velampalayam, A.Thirumuruganpoondi, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,0,0,0,0,0,3038,3649,Tiruppur,Coimbatore
LAKSHMI A TRADERS,"X38C+QM6, Thiru Nagar, Kamarajapuram, Karur, Tamil Nadu 639002, India",Tamil Nadu,639002,0,0,0,0,0,0,0,21191,0,Aravakurichi,Karur
LAKSHMI ELECTRICAL CONTROL SYSTEMS,"1, Avinashi Rd, MGR Nagar, Civil Aerodrome Post, Chinniyampalayam, Coimbatore, Tamil Nadu 641014, India",Tamil Nadu,641014,0,0,0,0,0,0,0,6962,61652,Coimbatore South,Coimbatore
LAKSHMI PRECISION TECHNOLOGIES,"34PJ+V73, Avinashi Rd, Arasur, Uthupalayam, Tamil Nadu 641407, India",Tamil Nadu,641407,0,0,0,0,0,0,0,4939,13971,Palladam,Coimbatore
LEARNWARE SOLUTIONS,"Learnware solutions Medical college, PO, Pongumoodu, Thiruvananthapuram, Kerala 695017, India",Kerala,695017,0,0,0,0,0,0,0,1004,0,Thiruvananthapuram,Thiruvananthapuram
LENORE INDUSTRIES,"Adi Shankara TBI, Mattoor, Kalady, Kerala 683574, India",Kerala,683574,0,0,0,0,0,0,0,1500,0,Aluva,Ernakulam
LIMAR ENTERPRISES,"FXFC+R59, SH29, Puduppadi, Kerala 673586, India",Kerala,673586,0,0,0,0,0,0,0,1650,0,Kozhikode,Kozhikode
M.L.EXPORTS,"7A, 1st Cross Rd, Ramkrishnapuram, Karur, Tamil Nadu 639001, India",Tamil Nadu,639001,0,0,0,0,0,0,0,1070,0,Karur,Karur
M.P.TRANS AND LOGISTICS,"17A, Theppakulam Street, Shanmugapuram, Thoothukudi, Tamil Nadu 628001, India",Tamil Nadu,628001,0,0,0,0,0,0,0,28160,0,Thoothukudi,Tuticorin
M.S.GOLD TECH,"Pallipadi, Edavannappara, Kerala 673645, India",Kerala,673645,0,0,0,0,0,0,0,2850,0,Ernad,Malappuram
M.Z.IMPORTS AND EXPORTS,"Mount Zion Plaza, 35/183, Thiruvalla, Kerala 689101, India",Kerala,689101,0,0,0,0,0,0,0,3000,43685,Tiruvalla,Pathanamthitta
MADATHIL EXPORTS,"3JQ5+762, Thrikkariyoor, Kerala 686692, India",Kerala,686692,0,0,0,0,0,0,0,68062,101618,Kothamangalam,Ernakulam
MAGIZH EXPORTS,"Tagore St, Puliampatti, Tamil Nadu 638459, India",Tamil Nadu,638459,0,0,0,0,0,0,0,32000,67900,Sathy,Erode
MAJEED CARPET HOUSE,"F8XM+HH4, Vazhicherry Rd, Vazhicherry Ward, Sea View Ward, Alappuzha, Kerala 688001, India",Kerala,688001,0,0,0,0,0,0,0,11678,56050,Ambalapuzha,Alappuzha
MAJESTIC MACHINE WORKS,"25, P.N. Palayam Road, P.N. Palayam Road, Near Sree Hospital, Puliakulam, Puthiyavan Nagar, Sukrawar Pettai, R.S. Puram, Coimbatore, Tamil Nadu 641045, India",Tamil Nadu,641045,0,0,0,0,0,0,0,27465,0,Coimbatore South,Coimbatore
MAN AND MAN ENTERPRISES,"safeway complex,pirivusala, Chandranagar Colony, Palakkad, Kerala 678007, India",Kerala,678007,0,0,0,0,0,0,0,1595,0,Palakkad,Palakkad
MANTHRI GLOBAL TECHNOLOGIES,"127, Bharath St, Pushpa Nagar, Vengaivasal, Medavakkam, Chennai, Tamil Nadu 600100, India",Tamil Nadu,600100,0,0,0,0,0,0,0,105,0,Tambaram,Kanchipuram
MAXWELL AUTO COMPONENTS,"SF.No 397/2A, 398/2B, Jangammanaikenpalayam Chennapachettipudur Post Karumathampatti (via), Sulur, Taluk, Coimbatore, Paduvampalli, Tamil Nadu 641659, India",Tamil Nadu,641659,0,0,0,0,0,0,0,18108,6295,Mettupalayam,Coimbatore
MEDIA EXPORTERS,"8XCW+GHG, Orphanage Rd, Mukkam, Kerala 673602, India",Kerala,673602,0,0,0,0,0,0,0,5428,0,Kozhikode,Kozhikode
MEGAMALAI HOLDINGS,"Megamalai, Tamil Nadu, India",Tamil Nadu,682024,0,0,0,0,0,0,0,2046,0,Ernakulam,Ernakulam
MISTY FROZEN FOODS,"63 3441, Valummel Rd, Valummel, Kochi, Kerala 682005, India",Kerala,682005,0,0,0,0,0,0,0,28000,776505,Kochi,Ernakulam
MOCS FOOT CARE,"7QJ8+42H, West Hill, Kozhikode, Kerala 673005, India",Kerala,673005,0,0,0,0,0,0,0,7000,21000,Kozhikode,Kozhikode
MOM SEA FRESH FISH,"Poojappura Temple, Road, Aroor gram panchayat, Kochi, Kerala 688534, India",Kerala,688534,0,0,0,0,0,0,0,96260,13000,Cherthla,Alappuzha
MOORTHY OFFSET PRINTERS P.LTD.,"521,Thiruthangal Road, Srivilliputhur - Sivakasi - Virudhunagar - Aruppukottai - Tiruchuli - Narikudi - Parthibanoor Rd, Parasakthi Colony, Sivakasi, Tamil Nadu 626123, India",Tamil Nadu,626123,0,0,0,0,0,0,0,13300,14062,Sivakasi,Virudhunagar
MUKKAM MUILL STORES P.LD.,"Mukkam, Kerala, India",Kerala,688524,0,0,0,0,0,0,0,784,0,Cherthala,Alappuzha
MURUGAN TEXTILES,"84, Trichy Rd, Palladam, Tamil Nadu 641664, India",Tamil Nadu,641664,0,0,0,0,0,0,0,26139,0,Palladam,Coimbatore
MYSON TRADING,"Masjid Rd, Hidayath Nagar, Thrikkakara, Kalamassery, Kochi, Kerala 682032, India",Kerala,682032,0,0,0,0,0,0,0,615,14351,Ernakulam,Ernakulam
NANDINI COIR WORKS,"Kattoor, Church Road, Pattukalam, Alappuzha, Kerala 688522, India",Kerala,688522,0,0,0,0,0,0,0,37630,35200,Ambalapuzha,Alappuzha
NAREN GARMENTS,"6 Kumaran Colony Extn, Rakkiyapalayam Road, Ammapalayam, Post, Rakkiyapalayam, Anupparpalayam Pudur, Tiruppur, Avinashi, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,0,0,0,0,0,6605,102764,Tiruppur,Coimbatore
NEW WAY APPARELS,"Rayapuram South Street, Pethi Chetti Puram, Rayapuram, Tiruppur, Tamil Nadu 641601, India",Tamil Nadu,641601,0,0,0,0,0,0,0,66019,122845,Avinashi,Coimbatore
NFENIX TOOLS LLP,"29, Unit 1, Kinfra Hi-Tech Park Main Rd, HMT Colony, North Kalamassery, Kalamassery, Kochi, Kerala 683503, India",Kerala,683503,0,0,0,0,0,0,0,694,2007,Kanayannur,Ernakulam
NMV TECHNO PARK,"NO 1, BALAJI INDUSTRIAL ESTATE, MGR Nagar, Saravanampatti, Keeranatham, Coimbatore, Tamil Nadu 641035, India",Tamil Nadu,641035,0,0,0,0,0,0,0,11200,0,Coimbatore North,Coimbatore
NUTRAGEN PHARMA P.LTD.,"FXCQ+5MX, Satyan Nagar, Pappanamcode, Thiruvananthapuram, Kerala 695019, India",Kerala,695019,0,0,0,0,0,0,0,213,0,Thiruvananthapuram,Thiruvananthapuram
OLLOFAB IMPEX,"QJC3+V3J, Kodunthirapully, Pirayiri, Kerala 678006, India",Kerala,678006,0,0,0,0,0,0,0,10103,4553,Palakkad,Palakkad
OPAL GARMENTS,"D.No, 1/1285-A, Palavanjipalayam Ring Rd, KNP Colony, K Chettipalayam, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,0,0,0,0,0,30277,16493,Tiruppur,Coimbatore
ORGANIC KNITWEARS,"53, 5th Street, Kongu Main Rd, Jawahar Nagar, T.N.K Puram, Tiruppur, Tamil Nadu 641607, India",Tamil Nadu,641607,0,0,0,0,0,0,0,12154,0,Tirupur,Coimbatore
ORVO EXPORTS P.LTD.,"Building No 22/A, M H Kavala Vengola,Ponjassery, Kochi, Vengola, Kerala 682037, India",Kerala,682037,0,0,0,0,0,0,0,54000,15000,Ernakulam,Ernakulam
OSCAR FARM TRADERS,"CENTRE 9/417, PO, near SHIFA DENTAL CLINIC, J,I, Maranchery, Kerala 679581, India",Kerala,679581,0,0,0,0,0,0,0,265410,595917,Ponani,Malappuram
OZONE KNITS,"8/228,B2,VIP NAGAR, PULUVAPATTI, PO, Pooluvapatti, Nerupperichal, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,0,0,0,0,0,0,0,1222,0,Tiruppur,Coimbatore
PAON FASHIONS,"48Q8+FG9, Periyar Colony, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,0,0,0,0,0,5804,7480,Tiruppur,Coimbatore
PAZINO INFOTECH P.LTD.,"2CGW+G3J, Kunnattunad, Kerala 683562, India",Kerala,683562,0,0,0,0,0,0,0,400,0,Aluva,Ernakulam
PEBBLE OF TRADING,"VIII/554G, Thanikkamattom Building Kolenchery, Kochi, Kolenchery, Kerala 682311, India",Kerala,682311,0,0,0,0,0,0,0,548,0,Kunnathunad,Ernakulam
PERUMCHERIL RUBBERS,"DC Road, Poovanthuruthu, Kerala 686012, India",Kerala,686012,0,0,0,0,0,0,0,11730,0,Kottayam,Kottayam
PETRONASH ENGINEERING SERVICES,"Block No. 3, Olympia National Tower, A3 & A4, North Phase, Guindy Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032, India",Tamil Nadu,600032,0,0,0,0,0,0,0,24110,0,Chennai City Corporation,Chennai
PLANTONORGANIC,"Mini Industrial Estate, Manarcadu, Kerala 686019, India",Kerala,686019,0,0,0,0,0,0,0,27284,0,Kottayam,Kottayam
POOVATHINGAL ENGINEERING,"G65F+R4Q, Kuriachira, Thrissur, Kerala 680006, India",Kerala,680006,0,0,0,0,0,0,0,1500,0,,Thrissur
PRAJAN PILE FOUNDATION,"31, 2nd Streed, Sathiyavanimuthu Nagar, Ennore,Kathivkkam Chennai-57., Ashok Leyland Area, Chennai, Tamil Nadu 600057, India",Tamil Nadu,600057,0,0,0,0,0,0,0,52120,28621,Ambattur,Tiruvallur
PVM FRUITS AND VEGETABLES,"29, Market Rd, Convent Junction, Shenoys, Kochi, Kerala 682011, India",Kerala,682011,0,0,0,0,0,0,0,185,0,Ernakulam,Ernakulam
Q RICH CREATION,"15, Samundipuram Main Rd, Valayankadu South, Velampalayam, Tiruppur, Tamil Nadu 641652, India",Tamil Nadu,641652,0,0,0,0,0,0,0,4220,5265,Tiruppur,Coimbatore
RAAHA GARMENTS,"S.F. No. 14/1a, Kovil Thottam Muthanampalayam Village, 39HC+J9, Dharapuram Main Rd, K Chettipalayam, Tiruppur, Tamil Nadu 641608, India",Tamil Nadu,641608,0,0,0,0,0,0,0,37153,0,Chettipalayam,Tiruppur
RAJAGANAPATHY ENTERPRISES,"Sardar Patel St, Kumaran Nagar, Padi, Chennai, Tamil Nadu 600050, India",Tamil Nadu,600050,0,0,0,0,0,0,0,6615,0,Ambattur,Tiruvallur
REEFCO CONTAINER SERVICES,"PRA-43, Padivattom, Edappally, Kochi, Kerala 682024, India",Kerala,682024,0,0,0,0,0,0,0,87,0,Ernakulam,Ernakulam
REGAL EXPORTERS,"Manathparamba Edayur north (po) ,valanchery, Valanchery, Kerala 676552, India",Kerala,676552,0,0,0,0,0,0,0,13030,146468,Tirur,Malappuram
RICHIE TREE,"231/2B3 KOOLANAICKENPATTI PANAMARATHUPALAYAM VILLAGE, LACHUMAPURAM BO, GOMANGALAM, POST, Pollachi, Tamil Nadu 642107, India",Tamil Nadu,642107,0,0,0,0,0,0,0,369100,142500,Udamalpet,Coimbatore
RICHU GARMENTS,"VG6C+J4P, Illikkamukkada, Kerala 686610, India",Kerala,686610,0,0,0,0,0,0,0,273,0,Vaikom,Kottayam
ROPTOOLS MECHATRONICS,"QQHP+X5R Kinfra IITP, Kinfra Textile Park, Pudussery Central, Kerala 678621, India",Kerala,678621,0,0,0,0,0,0,0,9924,4970,Palakkad,Palakkad
S.K. COCO INTERNATIONAL,"3/254 C Pallipuram, P.O, Pin:688541, Cherthala, Pallipuram, Kerala 688541, India",Kerala,688541,0,0,0,0,0,0,0,4752,0,Cherthala,Alappuzha
SABARI EXIM,"B No. 3362 As Flat No 7, Block Af 8th Street, 11th Main Rd, Anna Nagar, Block AE, Anna Nagar, Chennai, Tamil Nadu 600040, India",Tamil Nadu,600040,0,0,0,0,0,0,0,28500,0,Egmore Nungambakkam,Chennai
SACHINDRA RUBBER PLUST LLP,"Vallivattom, Kerala 680123, India",Kerala,680123,0,0,0,0,0,0,0,1056,0,Mukundapuram,Thrissur
SAI SOURCING SERIVICE,"39J9+XJR, GKMR Nagar, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,0,0,0,0,0,0,0,498,0,Kangayam,Erode
SALAM TRADING COMPANY,"MRW7+7GH, BTS Rd, near Neela Margin Free, Kizhakkupuram, Attingal, Kerala 695101, India",Kerala,695101,0,0,0,0,0,0,0,126840,28200,Chirayinkeezhu,Thiruvananthapuram
SAM ROBOTICS AND AUTOMATION,"Pollachi Coimbatore HighWay, Coimbatore, Tamil Nadu 641105, India",Tamil Nadu,641105,0,0,0,0,0,0,0,10005,490,Coimbatore South,Coimbatore
SAMSCO EXPORTS,"near Kunnathery Thikavu, Kunnathery Thikavu, Aluva, Kerala 683106, India",Kerala,683106,0,0,0,0,0,0,0,54138,197006,Aluva,Ernakulam
SANTH EXPORTS,"36, Salem Main Rd, Karur, Tamil Nadu 639001, India",Tamil Nadu,639001,0,0,0,0,0,0,0,918,0,Karur,Karur
SATI GRANITES,"Sy.No.566/67 Kamandoddi , Subbugiri, 39/2, Pathakotta Road, Addakurukki, Tamil Nadu 635117, India",Tamil Nadu,635117,0,0,0,0,0,0,0,83750,0,Hosur,Krishnagiri
SEALAND KNITWEARS,"18/E, Vaikkal Thottam, Karumarpalayam, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,0,0,0,0,0,0,0,54408,0,Tiruppur,Coimbatore
SEIYON TEX,"GKMR Nagar, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,0,0,0,0,0,0,0,6059,1756,Kangayam,Erode
SHIHAS HOLDING,"Door No.48/1258 A, near Rice Research Station, Ponnurunni, Vyttila, Kochi, Kerala 682019, India",Kerala,682019,0,0,0,0,0,0,0,23019,0,Ernakulam,Ernakulam
SHREE  ARS KNITS,"Mahavishnu Nagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,0,0,0,0,0,0,0,1490,0,Tiruppur,Coimbatore
SHREE KRISHNA OIL INDUSTRIES,"453, Thekuppalayam, Padiyur village, Kagayam Taluk, Tiruppur Dist, Tamil Nadu 638701, India",Tamil Nadu,638701,0,0,0,0,0,0,0,105868,42000,Kangayam,Erode
SHRI SANTHOSH MEENAKSHI TEXTILES ,"56CJ+CJQ, Nambiampalayam, Tamil Nadu 641654, India",Tamil Nadu,641654,0,0,0,0,0,0,0,77427,23721,Nambiampalayam,Coimbatore
SIEMEC EQUIPMENTS,"Binanipuram, Edayar, Kochi, Kerala 683502, India",Kerala,683502,0,0,0,0,0,0,0,2500,4891,Paravur,Ernakulam
SILVER OIL MILLS,"Karuvarakundu-Perinthalmanna Road, Melattur, 37JV+732, Malappuram District, Edappatta, Kerala 679326, India",Kerala,679326,0,0,0,0,0,0,0,8526,11050,Perintalmanna,Malappuram
SIMPEX TRADING COMPANY,"GROUND FLOOR, PARAKKAT BUILDING, 69/908A, Sebastian Rd, Kaloor, Kochi, Kerala 682017, India",Kerala,682017,0,0,0,0,0,0,0,623,1084,Ernakulam,Ernakulam
SIVASAKHTI EXPORTS,"40/1-E, Chinnakarai, Karaipudur, Tamil Nadu 641605, India",Tamil Nadu,641605,0,0,0,0,0,0,0,30104,0,Kangayam,Erode
SKY IMPEX,"A-6, 2nd Floor, Gemini Parson Complex, 1, Dr MGR Salai, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600006, India",Tamil Nadu,600006,0,0,0,0,0,0,0,350,0,Chennai,Chennai
SOLAI AGRO FRESH P.LTD.,"Bevuhalli, Palacode, Tamil Nadu 636808, India",Tamil Nadu,636808,0,0,0,0,0,0,0,368000,0,Palacode,Dharmapuri
SOUMYA CREATION,"No.9/374A, Chinnakarai, Near Park College, Veerapandi (PO Karaipudur, Palladam Main Rd, Chinnakarai, Tiruppur, Murugampalayam, Tamil Nadu 641605, India",Tamil Nadu,641605,0,0,0,0,0,0,0,6309,17889,Kangayam,Erode
SOUTHERN TRADE WING P.LTD.,"Sneha Nagar Rd, Karunagappalli, Kerala 690544, India",Kerala,690544,0,0,0,0,0,0,0,10549,0,Karunagappally,Kollam
SPIC FASHIONS ,"SF NO-459/3 KODESWARA NAGAR, Kovil Vazhli - Muthanapalayam Road, Tiruppur, Tamil Nadu 641606, India",Tamil Nadu,641606,0,0,0,0,0,0,0,6147,9069,Tiruppur,Coimbatore
SREE AGASTHIYAR CREATIONS,"49FF+J3H, Parappalayam, Mannarai, Tiruppur, Tamil Nadu 641607, India",Tamil Nadu,641607,0,0,0,0,0,0,0,1158,3780,Tirupur,Coimbatore
SREE SANTHOSH GARMENTS,"No 9b, PN Rd, MGR Nagar, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,0,0,0,0,0,0,0,6871,0,Tiruppur,Coimbatore
SREE WIN TEX,"No - 5f, Semmedu Thottam, Kangayam Rd, Venkateshwara Nagar, Bavani Nagar, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,0,0,0,0,0,0,0,55677,2029,Tiruppur,Coimbatore
SRI AMMAN AGENCIES,"10B, Murugesan Rd, Kanna Bala Nagar, Ashoka Nagar, Sri Sakthi Nagar, Balavinayagar Nagar, Chennai, Tamil Nadu 600106, India",Tamil Nadu,600106,0,0,0,0,0,0,0,28500,0,Maduravoyal,Chennai
SRI DURGA AGRO EXPORTS,"S.No. 573/2, 573/3c, 575/2 Kottaikattiyur Road,Thennampatti Village Vedasendhur, Taluk, Thennampatti, Tamil Nadu 624802, India",Tamil Nadu,624802,0,0,0,0,0,0,0,256248,81880,Vedasandur,Dindigul
SRI GUNA VILAS,"15, Elukadal Agraharam Street, near Nandhi Statue, Madurai Main, Madurai, Tamil Nadu 625001, India",Tamil Nadu,625001,0,0,0,0,0,0,0,1900,0,Madurai South,Madurai
SRI LAKSHMI VISHNU STEEL CORPORATION,"Old No. 237 New, No. 6, Chellappa Gounder St, Kattoor Main, Kattoor, Ram Nagar, Coimbatore, Tamil Nadu 641009, India",Tamil Nadu,641009,0,0,0,0,0,0,0,4634,0,Coimbatore South,Coimbatore
SRI MALLI PATSION,"29, Reddy St, North High Court Colony, Ambedkar Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",Tamil Nadu,600049,0,0,0,0,0,0,0,3996,2480,Ambattur,Tiruvallur
SRI SAKTHI VINAYAKA TEXTILES,"Chinnamarkkuthottam,pethamuchipalayam, Ayyampalayam, Mangalam, Tamil Nadu 641663, India",Tamil Nadu,641663,0,0,0,0,0,0,0,5064,3340,Palladam,Coimbatore
SRM TRADERS,"No:64, 44, Malayaperumal Street, George Town, Chennai, Tamil Nadu 600001, India",Tamil Nadu,600001,0,0,0,0,0,0,0,24625,24000,George Town,Chennai
SRV KNITT GARMENTS,"8/1, Kongu Main Rd, East 1st, T.N.K Puram, Tiruppur, Tamil Nadu 641607, India",Tamil Nadu,641607,0,0,0,0,0,0,0,111072,27231,Tirupur,Coimbatore
SSM WEAVING MILLS,"25, Bungalaw street PO, Avinashi - Tiruppur Rd, KNP Puram, Odakkadu, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,0,0,0,0,0,0,0,4423,1648,Tiruppur,Coimbatore
STANDARD AGRO TECH,"Dropped pin near, Q22P+832, Link Rd Sulakkal to NH 83, Kovilpalayam, Tamil Nadu 642110, India",Tamil Nadu,642110,0,0,0,0,0,0,0,449600,270800,Pollachi,Coimbatore
SUDARSAN CLOTHING COMPANY,"8A athimara-thotam,, sirupuluvapatti Ring Road,, Sirupooluvapatti, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,0,0,0,0,0,0,0,42341,9177,Tiruppur,Coimbatore
SUMY APPARELS,"5th St, PN Rd, behind shanthi theater, MGR Nagar, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,0,0,0,0,0,0,0,7747,0,Tiruppur,Coimbatore
SUNWIN IMPEX,"2, Avinashi - Tiruppur Rd, Kumar Nagar, Park Avenue, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,0,0,0,0,0,0,0,55851,171272,Tiruppur,Coimbatore
SURABHI TRADE CENTRE,"5VH7+CX9, Ramanattukara, Kozhikode, Kerala 673633, India",Kerala,673633,0,0,0,0,0,0,0,93943,821508,Eranad,Malappuram
T.R.PACKING PRODUCTS,"Punnapra North, Alappuzha, Kerala 688003, India",Kerala,688003,0,0,0,0,0,0,0,4998,9451,Ambalapuzha,Alappuzha
T.S.K.GARMENTS,"03, Poonthottam Rajammal Layout, Kumar Nagar, Murungapalayam, M.N.Sivasubramanian Nagar, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,0,0,0,0,0,0,0,102205,61832,Tiruppur,Coimbatore
TAK AUTOMATION,"36C-Block A, Periya Thottam, Kurumbapalayam Rd, Athappa, Rangasamy Gounden Pudur, Irugur, Tamil Nadu 641103, India",Tamil Nadu,641103,0,0,0,0,0,0,0,4340,2623,Mettupalayam,Coimbatore
TAKE OFF SPORTS,"Pala - Marangattupilly - Kozha Road, [no name], Vellappadu, Pala, Kerala 686575, India",Kerala,686575,0,0,0,0,0,0,0,54,0,Meenachil,Kottayam
TEMPROZE BUSINESS ASSOICATES,"Door No. 5/202B, Chemanad, Varikoli, Post, Puthenkurish, Kochi, Thiruvaniyoor, Kerala 682308, India",Kerala,682308,0,0,0,0,0,0,0,19113,86450,Kunnathunad,Ernakulam
THEERTHASHRI EXPORTS,"3/145, East St, Gurusamipalayam, Rasipuram, Tamil Nadu 637403, India",Tamil Nadu,637403,0,0,0,0,0,0,0,2065,11615,Rasipuram,Namakkal
TIRUPUR KNIT FASHIONS,"Shop No. 109/22A, Khadar Lane, Angeripalayam Main Rd, S S Nagar, Weavers Colony, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,0,0,0,0,0,0,0,1250,23186,Tiruppur,Coimbatore
TRENDS IMPEX,"39. A. Kamarajapuram East, Sengunthapuram Post, Kamarajapuram, Karur, Tamil Nadu 639002, India",Tamil Nadu,639002,0,0,0,0,0,0,0,3363,4663,Aravakurichi,Karur
TROPPY FOODS,"IX/235 - B, Manjapra P.O, Chandrapura, Manjapra, Kerala 683581, India",Kerala,683581,0,0,0,0,0,0,0,33994,38327,Aluva,Ernakulam
TRUSERVE ENGINEERS,"47C, Kalapatti Main Rd, Nehru Nagar West, Coimbatore, Tamil Nadu 641014, India",Tamil Nadu,641014,0,0,0,0,0,0,0,250,0,Coimbatore South,Coimbatore
TWO LINE EXPORTS,"710-3 bharathiyar street pamban, Rameswaram, Pamban, Tamil Nadu 623521, India",Tamil Nadu,623521,0,0,0,0,0,0,0,1692,560,Rameswaram,Ramanathapuram
UNITED KNITTING MILLS,"5973+P89, Unnamed Road, Ponnamal Nagar, Sathya Colony, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,0,0,0,0,0,0,0,2315,0,Tiruppur,Coimbatore
UNITY EXPORTS,"1/129, NH 7, vennaimalai post, Salem Bypass Rd, Karur, Tamil Nadu 639006, India",Tamil Nadu,639006,0,0,0,0,0,0,0,6794,22691,Karur,Karur
UNIVERSAL PACKS,"V8V7+FCV, Kumbalam, Kochi, Kerala 682506, India",Kerala,682506,0,0,0,0,0,0,0,6006,2068,Ernakulam,Ernakulam
V K A POLYMERS,"NO.137/9 Cheran Nagar, Chinna Andan Kovil Rd, Karur, Tamil Nadu 639001, India",Tamil Nadu,639001,0,0,0,0,0,0,0,208464,0,Karur,Karur
V TROK CONTROLS,"187/2A, SNMV College Rd, Malumichampatti, Tamil Nadu 641050, India",Tamil Nadu,641050,0,0,0,0,0,0,0,121740,0,Coimbatore,Coimbatore
V.P. KNIT FASHIONS,"81/A Ranganathapuram Extn, Kongu Main Rd, NRK Puram, Renganatha Puram, Tiruppur, Tamil Nadu 641607, India",Tamil Nadu,641607,0,0,0,0,0,0,0,14178,14427,Tirupur,Coimbatore
